o_clerk             ps_comment          p_comment           p_retailprice       r_comment           n_comment           l_comment           l_linenumber        l_tax               o_shippriority      c_mktsegment        o_comment           o_totalprice        o_orderstatus       l_receiptdate       l_commitdate        o_orderpriority     l_shipmode          p_size              p_brand             p_container         l_shipinstruct      s_acctbal           p_mfgr              ps_availqty         p_name              l_quantity          l_shipdate          c_nationkey         l_suppkey           s_nationkey         s_suppkey           n_name              n_nationkey         l_orderkey          o_orderkey          o_custkey           c_custkey           o_orderdate         l_discount          l_extendedprice     p_partkey           l_partkey           ps_suppkey          ps_partkey          ps_supplycost       s_name              s_address           s_phone             s_comment           p_type              r_name              r_regionkey         n_regionkey         c_name              c_acctbal           c_phone             c_comment           c_address           l_returnflag        l_linestatus        
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               284.0               284.0               284.0               284.0               284.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 293.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 293.0               293.0               293.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               173.0               173.0               173.0               173.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               316.0               316.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               316.0               316.0               316.0               316.0               316.0               316.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               813.0               813.0               497.0               289.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 289.0               0.0                 316.0               316.0               316.0               316.0               316.0               813.0               813.0               0.0                 0.0                 208.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               813.0               813.0               497.0               289.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 289.0               0.0                 316.0               316.0               316.0               316.0               316.0               813.0               813.0               0.0                 0.0                 208.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 497.0               497.0               497.0               289.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 289.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 497.0               497.0               0.0                 0.0                 208.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 289.0               289.0               289.0               584.0               295.0               295.0               295.0               295.0               0.0                 0.0                 0.0                 0.0                 295.0               289.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 289.0               289.0               0.0                 0.0                 0.0                 295.0               295.0               295.0               295.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               775.0               562.0               295.0               295.0               213.0               213.0               0.0                 0.0                 295.0               0.0                 0.0                 0.0                 213.0               480.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 295.0               295.0               775.0               295.0               480.0               480.0               213.0               213.0               213.0               213.0               480.0               480.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               562.0               838.0               571.0               295.0               0.0                 0.0                 0.0                 0.0                 571.0               0.0                 0.0                 0.0                 0.0                 267.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               571.0               838.0               571.0               267.0               267.0               0.0                 0.0                 0.0                 0.0                 267.0               267.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               295.0               571.0               571.0               295.0               0.0                 0.0                 0.0                 0.0                 571.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               571.0               571.0               571.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               295.0               295.0               295.0               295.0               0.0                 0.0                 0.0                 0.0                 295.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               295.0               295.0               295.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               0.0                 0.0                 0.0                 213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               0.0                 213.0               213.0               213.0               213.0               213.0               213.0               213.0               213.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               0.0                 0.0                 0.0                 213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               0.0                 213.0               213.0               213.0               213.0               213.0               213.0               213.0               213.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 403.0               110.0               110.0               110.0               0.0                 110.0               403.0               403.0               403.0               403.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 110.0               110.0               403.0               403.0               293.0               110.0               110.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 110.0               394.0               394.0               110.0               0.0                 394.0               394.0               394.0               394.0               394.0               284.0               284.0               0.0                 0.0                 284.0               284.0               284.0               394.0               394.0               394.0               394.0               284.0               110.0               110.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               0.0                 0.0                 0.0                 173.0               0.0                 0.0                 0.0                 0.0                 295.0               295.0               571.0               571.0               295.0               0.0                 0.0                 110.0               394.0               1539.0              511.0               0.0                 394.0               394.0               394.0               394.0               394.0               457.0               457.0               173.0               173.0               457.0               980.0               1256.0              965.0               965.0               394.0               394.0               284.0               110.0               110.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               0.0                 0.0                 0.0                 0.0                 198.0               198.0               
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               284.0               284.0               0.0                 0.0                 0.0                 289.0               289.0               289.0               289.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 110.0               110.0               511.0               1979.0              264.0               707.0               374.0               707.0               374.0               374.0               837.0               837.0               548.0               548.0               284.0               1580.0              1580.0              408.0               408.0               110.0               110.0               0.0                 443.0               443.0               333.0               0.0                 298.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               198.0               
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 264.0               1327.0              962.0               962.0               962.0               1327.0              1327.0              1327.0              1327.0              1327.0              1327.0              1063.0              1327.0              1327.0              296.0               296.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 296.0               698.0               698.0               698.0               365.0               365.0               365.0               365.0               365.0               365.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               316.0               316.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 110.0               394.0               394.0               707.0               962.0               2005.0              1672.0              2005.0              1672.0              1672.0              1562.0              1562.0              962.0               962.0               982.0               1579.0              1579.0              690.0               690.0               394.0               394.0               284.0               759.0               443.0               333.0               0.0                 296.0               698.0               698.0               698.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               316.0               316.0               0.0                 0.0                 213.0               0.0                 0.0                 0.0                 213.0               213.0               403.0               394.0               394.0               374.0               962.0               1672.0              2178.0              2178.0              2178.0              2178.0              1562.0              1562.0              962.0               962.0               982.0               1246.0              1246.0              903.0               690.0               900.0               900.0               790.0               639.0               323.0               213.0               213.0               509.0               911.0               911.0               911.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               316.0               316.0               0.0                 0.0                 480.0               267.0               0.0                 0.0                 213.0               213.0               403.0               394.0               394.0               707.0               962.0               2005.0              2178.0              2778.0              2178.0              2178.0              1562.0              1562.0              962.0               962.0               982.0               1579.0              1579.0              1170.0              690.0               1167.0              1167.0              790.0               972.0               656.0               546.0               480.0               776.0               911.0               911.0               911.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               316.0               316.0               0.0                 0.0                 213.0               0.0                 0.0                 0.0                 213.0               213.0               403.0               394.0               394.0               374.0               1327.0              1672.0              2178.0              2178.0              2543.0              2543.0              1927.0              1927.0              1327.0              1327.0              1347.0              1611.0              1611.0              903.0               690.0               900.0               900.0               790.0               639.0               323.0               213.0               213.0               509.0               911.0               911.0               911.0               365.0               365.0               365.0               365.0               365.0               365.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 316.0               316.0               316.0               0.0                 0.0                 213.0               0.0                 0.0                 0.0                 213.0               213.0               403.0               394.0               394.0               374.0               1327.0              1672.0              2178.0              2178.0              2543.0              2543.0              1927.0              1927.0              1327.0              1327.0              1347.0              1611.0              1611.0              903.0               690.0               900.0               900.0               790.0               639.0               323.0               213.0               213.0               509.0               911.0               911.0               911.0               365.0               365.0               365.0               365.0               365.0               365.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               0.0                 173.0               316.0               813.0               813.0               497.0               289.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               457.0               837.0               1327.0              1562.0              1562.0              1562.0              1927.0              1927.0              2881.0              2881.0              1784.0              1784.0              2012.0              1895.0              1895.0              580.0               580.0               284.0               284.0               284.0               316.0               0.0                 0.0                 0.0                 296.0               698.0               698.0               698.0               538.0               365.0               365.0               365.0               365.0               365.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               293.0               173.0               316.0               813.0               813.0               497.0               289.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               457.0               837.0               1327.0              1562.0              1562.0              1562.0              1927.0              1927.0              2881.0              3174.0              2077.0              2077.0              2012.0              1895.0              1895.0              580.0               580.0               284.0               284.0               284.0               316.0               0.0                 0.0                 0.0                 296.0               698.0               698.0               698.0               538.0               365.0               365.0               365.0               365.0               365.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               293.0               173.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               548.0               1327.0              962.0               962.0               962.0               1327.0              1327.0              1784.0              2077.0              2305.0              2305.0              1520.0              1611.0              1611.0              296.0               296.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 296.0               698.0               698.0               698.0               538.0               593.0               593.0               365.0               365.0               365.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               293.0               173.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               548.0               1327.0              962.0               962.0               962.0               1327.0              1327.0              1784.0              2077.0              2305.0              2305.0              1520.0              1611.0              1611.0              296.0               296.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 296.0               698.0               698.0               698.0               538.0               593.0               593.0               365.0               365.0               365.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               0.0                 173.0               0.0                 208.0               208.0               208.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               457.0               284.0               1063.0              982.0               982.0               982.0               1347.0              1347.0              2012.0              2012.0              1520.0              1520.0              2012.0              1631.0              1631.0              580.0               580.0               284.0               284.0               284.0               0.0                 0.0                 0.0                 0.0                 296.0               698.0               698.0               698.0               538.0               365.0               365.0               365.0               365.0               365.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               284.0               284.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               295.0               295.0               295.0               295.0               0.0                 0.0                 0.0                 284.0               980.0               1580.0              1327.0              1579.0              1246.0              1579.0              1611.0              1611.0              1895.0              1895.0              1611.0              1611.0              1631.0              3222.0              3222.0              1173.0              1173.0              284.0               284.0               284.0               333.0               333.0               333.0               0.0                 594.0               698.0               698.0               698.0               365.0               365.0               365.0               365.0               365.0               563.0               198.0               
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               284.0               284.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               295.0               571.0               571.0               295.0               0.0                 0.0                 0.0                 284.0               1256.0              1580.0              1327.0              1579.0              1246.0              1579.0              1611.0              1611.0              1895.0              1895.0              1611.0              1611.0              1631.0              3222.0              3498.0              1449.0              1449.0              284.0               284.0               284.0               333.0               333.0               333.0               0.0                 594.0               698.0               698.0               698.0               365.0               365.0               365.0               365.0               365.0               563.0               198.0               
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               775.0               838.0               571.0               295.0               213.0               213.0               110.0               394.0               965.0               408.0               296.0               690.0               903.0               1170.0              903.0               903.0               580.0               580.0               296.0               296.0               580.0               1173.0              1449.0              2039.0              1559.0              874.0               874.0               497.0               323.0               323.0               213.0               480.0               1074.0              509.0               509.0               509.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 295.0               295.0               571.0               571.0               295.0               0.0                 0.0                 110.0               394.0               965.0               408.0               296.0               690.0               690.0               690.0               690.0               690.0               580.0               580.0               296.0               296.0               580.0               1173.0              1449.0              1559.0              1559.0              394.0               394.0               284.0               110.0               110.0               0.0                 0.0                 594.0               296.0               296.0               296.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 480.0               267.0               0.0                 0.0                 213.0               213.0               403.0               394.0               394.0               110.0               0.0                 394.0               900.0               1167.0              900.0               900.0               284.0               284.0               0.0                 0.0                 284.0               284.0               284.0               874.0               394.0               1167.0              1167.0              790.0               323.0               323.0               213.0               480.0               480.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 480.0               267.0               0.0                 0.0                 213.0               213.0               403.0               394.0               394.0               110.0               0.0                 394.0               900.0               1167.0              900.0               900.0               284.0               284.0               0.0                 0.0                 284.0               284.0               284.0               874.0               394.0               1167.0              1167.0              790.0               323.0               323.0               213.0               480.0               480.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
