s_acctbal           s_comment           p_mfgr              ps_supplycost       ps_availqty         o_orderstatus       l_receiptdate       l_commitdate        o_orderpriority     l_tax               l_shipinstruct      p_size              p_brand             p_container         l_shipmode          p_name              l_quantity          l_partkey           l_extendedprice     l_discount          n_name              s_nationkey         l_suppkey           o_orderdate         o_custkey           c_nationkey         r_name              n_regionkey         p_type              s_phone             s_address           s_name              l_shipdate          l_returnflag        c_name              c_acctbal           c_phone             c_comment           c_address           o_shippriority      c_mktsegment        l_linestatus        o_totalprice        o_comment           
0.0                 0.0                 0.0                 284.0               110.0               0.0                 0.0                 0.0                 0.0                 0.0                 295.0               295.0               571.0               571.0               295.0               394.0               965.0               1559.0              1449.0              1173.0              690.0               690.0               690.0               580.0               296.0               296.0               296.0               296.0               594.0               0.0                 110.0               110.0               408.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 284.0               0.0                 0.0                 0.0                 0.0                 0.0                 198.0               295.0               295.0               571.0               571.0               295.0               284.0               1256.0              1449.0              3498.0              3222.0              1611.0              1246.0              1579.0              1631.0              1611.0              1327.0              698.0               698.0               594.0               333.0               333.0               333.0               1580.0              563.0               365.0               365.0               365.0               365.0               365.0               284.0               284.0               198.0               0.0                 0.0                 
0.0                 0.0                 0.0                 284.0               0.0                 0.0                 0.0                 0.0                 0.0                 198.0               295.0               295.0               295.0               295.0               295.0               284.0               980.0               1173.0              3222.0              3222.0              1611.0              1246.0              1579.0              1631.0              1611.0              1327.0              698.0               698.0               594.0               333.0               333.0               333.0               1580.0              563.0               365.0               365.0               365.0               365.0               365.0               284.0               284.0               198.0               0.0                 0.0                 
213.0               213.0               213.0               790.0               403.0               316.0               316.0               316.0               0.0                 0.0                 0.0                 213.0               0.0                 0.0                 0.0                 394.0               394.0               690.0               1611.0              1611.0              2543.0              2178.0              1672.0              1347.0              1327.0              1327.0              911.0               911.0               509.0               213.0               323.0               639.0               374.0               365.0               365.0               365.0               365.0               365.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 
213.0               213.0               213.0               790.0               403.0               316.0               316.0               316.0               0.0                 0.0                 0.0                 213.0               0.0                 0.0                 0.0                 394.0               394.0               690.0               1246.0              1246.0              2178.0              2178.0              1672.0              982.0               962.0               962.0               911.0               911.0               509.0               213.0               323.0               639.0               374.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 284.0               110.0               316.0               316.0               316.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 394.0               394.0               690.0               1579.0              1579.0              1672.0              1672.0              2005.0              982.0               962.0               962.0               698.0               698.0               296.0               333.0               443.0               759.0               707.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 284.0               0.0                 0.0                 208.0               208.0               208.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               457.0               580.0               1631.0              1631.0              1347.0              982.0               982.0               2012.0              1520.0              1063.0              698.0               698.0               296.0               0.0                 0.0                 0.0                 284.0               365.0               538.0               365.0               365.0               365.0               365.0               284.0               284.0               0.0                 173.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               296.0               1611.0              1611.0              1327.0              962.0               962.0               1520.0              2305.0              1327.0              698.0               698.0               296.0               0.0                 0.0                 0.0                 548.0               365.0               538.0               593.0               593.0               365.0               365.0               284.0               284.0               0.0                 173.0               293.0               
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 296.0               1327.0              1327.0              1327.0              962.0               962.0               1063.0              1327.0              1327.0              698.0               698.0               296.0               0.0                 0.0                 0.0                 264.0               365.0               365.0               365.0               365.0               365.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 
213.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               0.0                 0.0                 0.0                 0.0                 0.0                 296.0               698.0               698.0               911.0               911.0               698.0               698.0               698.0               698.0               911.0               911.0               509.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
213.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               0.0                 0.0                 0.0                 0.0                 0.0                 296.0               698.0               698.0               911.0               911.0               698.0               698.0               698.0               698.0               911.0               911.0               509.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
213.0               480.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 480.0               267.0               0.0                 0.0                 0.0                 0.0                 594.0               594.0               594.0               509.0               509.0               296.0               296.0               296.0               296.0               509.0               509.0               1074.0              213.0               213.0               213.0               298.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
213.0               213.0               213.0               213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 333.0               333.0               213.0               213.0               333.0               0.0                 0.0                 0.0                 213.0               213.0               213.0               546.0               546.0               546.0               333.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
213.0               213.0               213.0               213.0               110.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 213.0               0.0                 0.0                 0.0                 110.0               110.0               110.0               333.0               333.0               323.0               323.0               443.0               0.0                 0.0                 0.0                 213.0               213.0               213.0               546.0               656.0               656.0               443.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
213.0               213.0               213.0               213.0               110.0               316.0               316.0               316.0               0.0                 0.0                 0.0                 213.0               0.0                 0.0                 0.0                 110.0               110.0               110.0               333.0               333.0               639.0               639.0               759.0               0.0                 0.0                 0.0                 213.0               213.0               213.0               546.0               656.0               972.0               443.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 110.0               0.0                 289.0               289.0               289.0               198.0               0.0                 0.0                 0.0                 0.0                 289.0               110.0               511.0               408.0               1580.0              1580.0              374.0               374.0               707.0               284.0               548.0               264.0               0.0                 0.0                 298.0               333.0               443.0               443.0               1979.0              198.0               0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               198.0               0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               0.0                 563.0               563.0               365.0               0.0                 0.0                 365.0               365.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               563.0               365.0               365.0               365.0               365.0               365.0               0.0                 0.0                 198.0               0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               0.0                 365.0               365.0               365.0               0.0                 0.0                 538.0               538.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 365.0               538.0               365.0               365.0               365.0               365.0               0.0                 0.0                 0.0                 173.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 365.0               365.0               365.0               0.0                 0.0                 365.0               593.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 365.0               365.0               593.0               593.0               365.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 365.0               365.0               365.0               0.0                 0.0                 365.0               593.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 365.0               365.0               593.0               593.0               365.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 365.0               365.0               365.0               0.0                 0.0                 365.0               365.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 365.0               365.0               365.0               365.0               365.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 365.0               365.0               365.0               0.0                 0.0                 365.0               365.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 365.0               365.0               365.0               365.0               365.0               365.0               0.0                 0.0                 0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               0.0                 0.0                 0.0                 284.0               284.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               0.0                 0.0                 0.0                 284.0               284.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 284.0               284.0               0.0                 0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               0.0                 198.0               198.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               198.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 198.0               0.0                 0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               173.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 173.0               0.0                 
0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 293.0               0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 0.0                 293.0               
